SFO|37.77,-122.41,4|2015-12-23T05:02:12Z|6.69191346354|961.180427744|38.5715580521|Sunny
HBA|-42.88,147.32,4|2015-12-23T05:12:12Z|12.4218540424|1058.83274813|55.3118806923|Cloudy
PER|-31.95,115.86,20|2015-12-23T05:22:12Z|6.89967487791|1048.10759099|36.3895630106|Sunny
PER|-31.95,115.86,20|2015-12-23T05:32:12Z|26.4003523235|1049.61861512|45.0585012956|Cloudy
PER|-31.95,115.86,20|2015-12-23T05:42:12Z|18.3251808692|1028.48523138|65.0501544073|Cloudy
LHR|51.50,-0.12,25|2015-12-23T05:52:12Z|25.7426232768|1057.57184858|67.8623573211|Cloudy
TYO|35.68,139.69,11|2015-12-23T06:02:12Z|15.625465353|1045.69433042|69.0932917999|Cloudy
SYD|-33.86,151.21,39|2015-12-23T06:12:12Z|8.07751071659|1053.91950138|49.1475682051|Cloudy
JFK|40.71,-74.01,4|2015-12-23T06:22:12Z|24.2277004805|1048.22402202|63.1249976287|Cloudy
DRW|-12.46,130.84,31|2015-12-23T06:32:12Z|16.434440298|1037.05944749|52.6875887191|Cloudy
PEK|39.90,116.40,35|2015-12-23T06:42:12Z|14.0326296297|1011.63060478|12.7277530701|Sunny
ADL|-34.92,138.62,48|2015-12-23T06:52:12Z|19.7185632548|1083.52213317|52.9623889923|Cloudy
JFK|40.71,-74.01,4|2015-12-23T07:02:12Z|-0.999662957003|1000.91905782|45.8680440547|Sunny
DRW|-12.46,130.84,31|2015-12-23T07:12:12Z|7.59954878926|951.498509469|52.9345242929|Sunny
LHR|51.50,-0.12,25|2015-12-23T07:22:12Z|6.88292344217|948.733804047|35.9883048647|Sunny
DRW|-12.46,130.84,31|2015-12-23T07:32:12Z|15.1441620098|1071.47554642|61.9016273821|Cloudy
MEL|-37.83,144.98,7|2015-12-23T07:42:12Z|20.9012808805|1103.74537237|34.8509235276|Sunny
MEL|-37.83,144.98,7|2015-12-23T07:52:12Z|12.3502626973|995.105436439|54.9286214971|Cloudy
PER|-31.95,115.86,20|2015-12-23T08:02:12Z|22.9090443347|1079.2740439|33.8971145094|Sunny
PEK|39.90,116.40,35|2015-12-23T08:12:12Z|14.2109506647|1029.71603398|51.6114622697|Cloudy
TYO|35.68,139.69,11|2015-12-23T08:22:12Z|14.1439095201|1021.77563639|39.5255771913|Sunny
PEK|39.90,116.40,35|2015-12-23T08:32:12Z|7.89163760337|1043.72985002|71.6933529299|Cloudy
DRW|-12.46,130.84,31|2015-12-23T08:42:12Z|16.3052186801|1015.68389692|53.315621497|Cloudy
HBA|-42.88,147.32,4|2015-12-23T08:52:12Z|1.42779169075|1055.84134331|36.6292792897|Sunny
LHR|51.50,-0.12,25|2015-12-23T09:02:12Z|14.4126567376|989.631826378|49.0682081181|Sunny
MEL|-37.83,144.98,7|2015-12-23T09:12:12Z|-0.407314702463|985.005775937|17.8586547251|Sunny
TYO|35.68,139.69,11|2015-12-23T09:22:12Z|0.0139755297669|1085.92050647|64.3620289963|Cloudy
DRW|-12.46,130.84,31|2015-12-23T09:32:12Z|22.7655156272|1013.82298769|88.8492560802|Rain
PEK|39.90,116.40,35|2015-12-23T09:42:12Z|15.7114441617|1062.66059855|69.7158307417|Cloudy
SYD|-33.86,151.21,39|2015-12-23T09:52:12Z|9.0594618501|1098.71976475|56.335625211|Cloudy
PEK|39.90,116.40,35|2015-12-23T10:02:12Z|17.1546443697|1120.57971654|43.2700574154|Cloudy
MEL|-37.83,144.98,7|2015-12-23T10:12:12Z|14.5880665604|992.88866732|44.2459613038|Sunny
ADL|-34.92,138.62,48|2015-12-23T10:22:12Z|15.0678666061|1086.86019544|60.052262715|Cloudy
LHR|51.50,-0.12,25|2015-12-23T10:32:12Z|12.3462326864|1067.51973106|40.3911244261|Sunny
LHR|51.50,-0.12,25|2015-12-23T10:42:12Z|29.0961983107|1068.97034721|58.7788978744|Cloudy
SFO|37.77,-122.41,4|2015-12-23T10:52:12Z|33.4423533558|1078.14083055|54.2227265991|Cloudy
ADL|-34.92,138.62,48|2015-12-23T11:02:12Z|4.64061497297|1075.68458121|46.4245906494|Cloudy
MEL|-37.83,144.98,7|2015-12-23T11:12:12Z|16.315551262|1022.3204919|44.2404008969|Sunny
PEK|39.90,116.40,35|2015-12-23T11:22:12Z|17.9176818945|1009.3360366|31.2247219657|Sunny
PER|-31.95,115.86,20|2015-12-23T11:32:12Z|17.2533089545|1119.69155939|57.5785867818|Cloudy
JFK|40.71,-74.01,4|2015-12-23T11:42:12Z|32.3812321286|1045.9954796|35.1209194918|Sunny
LHR|51.50,-0.12,25|2015-12-23T11:52:12Z|9.51131620092|1050.45570622|69.3205323602|Cloudy
TYO|35.68,139.69,11|2015-12-23T12:02:12Z|-4.44608921284|1021.24022027|50.0942384614|Cloudy
PEK|39.90,116.40,35|2015-12-23T12:12:12Z|2.85707609967|1007.49586847|51.2456126527|Cloudy
PER|-31.95,115.86,20|2015-12-23T12:22:12Z|7.18984481712|1017.8019606|25.2936837112|Sunny
PEK|39.90,116.40,35|2015-12-23T12:32:12Z|25.0078982001|1045.35885576|62.3004134307|Cloudy
SYD|-33.86,151.21,39|2015-12-23T12:42:12Z|17.5238875125|1112.33386562|34.3852120463|Sunny
LHR|51.50,-0.12,25|2015-12-23T12:52:12Z|25.3351148571|1068.23659822|65.884022473|Cloudy
SFO|37.77,-122.41,4|2015-12-23T13:02:12Z|22.2183033962|1064.45550487|28.7352666762|Sunny
JFK|40.71,-74.01,4|2015-12-23T13:12:12Z|35.9571960469|1041.55988261|49.8411299054|Cloudy
JFK|40.71,-74.01,4|2015-12-23T13:22:12Z|5.98998912643|1070.31268793|64.9925574212|Cloudy
SFO|37.77,-122.41,4|2015-12-23T13:32:12Z|13.8635820371|1062.73917229|52.1973286934|Cloudy
PEK|39.90,116.40,35|2015-12-23T13:42:12Z|19.9053781194|981.718792048|55.4466249686|Cloudy
TYO|35.68,139.69,11|2015-12-23T13:52:12Z|35.9855768343|1109.51100943|54.952696278|Cloudy
HBA|-42.88,147.32,4|2015-12-23T14:02:12Z|25.4157939554|1070.7862666|39.4808276946|Sunny
SFO|37.77,-122.41,4|2015-12-23T14:12:12Z|21.2790225169|1027.82633619|60.5866053965|Cloudy
ADL|-34.92,138.62,48|2015-12-23T14:22:12Z|14.3007658932|1060.00630605|80.4001469439|Rain
TYO|35.68,139.69,11|2015-12-23T14:32:12Z|8.55346623899|1075.8961633|42.5501632175|Cloudy
HBA|-42.88,147.32,4|2015-12-23T14:42:12Z|12.4534571665|1061.89635593|46.9574648597|Cloudy
LHR|51.50,-0.12,25|2015-12-23T14:52:12Z|15.4236852793|1021.42295966|31.2015522043|Sunny
HBA|-42.88,147.32,4|2015-12-23T15:02:12Z|13.699491233|1098.16984638|43.7580544778|Cloudy
TYO|35.68,139.69,11|2015-12-23T15:12:12Z|-1.00997899616|1059.93952016|45.2863593295|Cloudy
JFK|40.71,-74.01,4|2015-12-23T15:22:12Z|26.564532946|1042.48753338|48.0155921571|Cloudy
PER|-31.95,115.86,20|2015-12-23T15:32:12Z|28.5481007021|981.63547996|42.2420130669|Sunny
DRW|-12.46,130.84,31|2015-12-23T15:42:12Z|39.141803955|1012.29062771|54.8796992645|Cloudy
MEL|-37.83,144.98,7|2015-12-23T15:52:12Z|13.7638973101|1037.37641519|70.8064869416|Cloudy
DRW|-12.46,130.84,31|2015-12-23T16:02:12Z|16.572735896|1051.43099138|31.4888839305|Sunny
JFK|40.71,-74.01,4|2015-12-23T16:12:12Z|3.70151485283|1010.51436592|51.824314907|Cloudy
HBA|-42.88,147.32,4|2015-12-23T16:22:12Z|-1.32581283782|1068.74034485|27.6794415103|Sunny
TYO|35.68,139.69,11|2015-12-23T16:32:12Z|16.4684965523|1054.11245205|33.9724967939|Sunny
ADL|-34.92,138.62,48|2015-12-23T16:42:12Z|3.7267987558|1078.55422883|39.5590187322|Sunny
LHR|51.50,-0.12,25|2015-12-23T16:52:12Z|11.1717760092|1069.17405631|46.9165984805|Cloudy
PEK|39.90,116.40,35|2015-12-23T17:02:12Z|-3.82293501457|1046.97049744|57.3783301563|Cloudy
SYD|-33.86,151.21,39|2015-12-23T17:12:12Z|15.7091073936|993.257703343|29.7539647802|Sunny
JFK|40.71,-74.01,4|2015-12-23T17:22:12Z|14.8936247089|1059.28334568|41.5286138062|Sunny
DRW|-12.46,130.84,31|2015-12-23T17:32:12Z|24.4815116708|1052.0497567|36.9536343511|Sunny
DRW|-12.46,130.84,31|2015-12-23T17:42:12Z|17.016706205|1025.52125553|66.9150764954|Cloudy
JFK|40.71,-74.01,4|2015-12-23T17:52:12Z|3.83357639893|974.023601013|41.5742640918|Sunny
SFO|37.77,-122.41,4|2015-12-23T18:02:12Z|15.3736637442|1081.54601491|47.2960057065|Cloudy
PEK|39.90,116.40,35|2015-12-23T18:12:12Z|18.5727861347|986.940884778|32.8443682499|Sunny
TYO|35.68,139.69,11|2015-12-23T18:22:12Z|25.8443406996|1084.75147591|70.9875313546|Cloudy
JFK|40.71,-74.01,4|2015-12-23T18:32:12Z|3.32581186339|1045.88046531|79.447885555|Rain
HBA|-42.88,147.32,4|2015-12-23T18:42:12Z|0.058698320792|1002.60982335|61.0961943271|Cloudy
SYD|-33.86,151.21,39|2015-12-23T18:52:12Z|20.9558944965|1031.29723793|39.9256782797|Sunny
ADL|-34.92,138.62,48|2015-12-23T19:02:12Z|6.31075388217|1015.89955566|49.1653271356|Cloudy
DRW|-12.46,130.84,31|2015-12-23T19:12:12Z|16.1318401493|1067.25570674|62.849865581|Cloudy
PEK|39.90,116.40,35|2015-12-23T19:22:12Z|34.0840371007|1062.14109845|62.0843515944|Cloudy
SYD|-33.86,151.21,39|2015-12-23T19:32:12Z|22.7707738636|1042.6486767|58.1642274909|Cloudy
JFK|40.71,-74.01,4|2015-12-23T19:42:12Z|10.3612775198|1066.13128729|43.6335883698|Cloudy
JFK|40.71,-74.01,4|2015-12-23T19:52:12Z|22.8798575259|1045.71789934|50.2944230728|Cloudy
PEK|39.90,116.40,35|2015-12-23T20:02:12Z|14.3531716984|1145.69897223|46.6611944244|Cloudy
SFO|37.77,-122.41,4|2015-12-23T20:12:12Z|26.16050489|1052.15395071|34.8164387968|Sunny
PEK|39.90,116.40,35|2015-12-23T20:22:12Z|3.4508226388|1044.95570523|28.904291549|Sunny
SFO|37.77,-122.41,4|2015-12-23T20:32:12Z|6.2622391568|1048.15768851|26.5351558856|Sunny
ADL|-34.92,138.62,48|2015-12-23T20:42:12Z|20.405561343|1087.74008496|61.440937776|Cloudy
JFK|40.71,-74.01,4|2015-12-23T20:52:12Z|14.650118223|1021.80718568|34.9766238092|Sunny
DRW|-12.46,130.84,31|2015-12-23T21:02:12Z|30.5334747239|1119.51999321|27.0562705382|Sunny
DRW|-12.46,130.84,31|2015-12-23T21:12:12Z|1.69903881683|1019.06369757|39.0072895308|Sunny
DRW|-12.46,130.84,31|2015-12-23T21:22:12Z|19.2906265373|1115.39411041|31.7891608879|Sunny
